Date,Close,High,Low,Open,Volume
2022-03-16,35.58138656616211,37.460023607495884,35.31837494378864,36.98096915535493,2.74992E7
2022-03-17,37.11247253417969,37.42244936059153,35.98529319541303,36.39859204741309,3.79863E7
2022-03-18,37.31912612915039,37.84514581510905,36.76492803289222,37.05611807777904,2.82676E7
2022-03-21,38.69052505493164,38.97232345205674,38.06118342330731,38.2020790386544,1.92837E7
2022-03-22,38.699920654296875,39.46076630156078,38.389943847474164,38.699920654296875,1.54671E7
2022-03-23,39.83649444580078,40.26858006333437,39.44198242541327,39.56409124131487,1.99675E7
2022-03-24,40.052547454833984,41.06701333684163,39.742574157475886,39.91165180447716,1.62814E7
2022-03-25,41.02943801879883,41.04822482137275,39.70499889467511,39.892863337198115,1.22529E7
2022-03-28,39.19776153564453,40.05254124826423,38.925358303996894,40.01496764737163,1.39842E7
2022-03-29,40.043155670166016,40.2028381231841,37.7512158355716,38.03301430148926,1.32075E7
2022-03-30,39.64862823486328,40.81338461075769,39.40440703098388,40.231008214418125,1.02017E7
2022-03-31,38.80324935913086,39.83649829805685,38.737497349374614,39.16018781688883,1.16187E7
2022-04-01,39.16018295288086,39.89285374421457,38.681132143699315,38.6999189417556,1.22106E7
2022-04-04,39.028682708740234,39.70499317104377,38.26783702186445,39.376229548217026,1.06182E7
2022-04-05,38.004825592041016,39.78953217260422,37.92968197542784,38.95353928219428,1.04739E7
2022-04-06,38.3054084777832,38.83142814414283,37.873322814281984,38.483881291606274,8726600.0
2022-04-07,38.48388671875,38.944150856409024,37.32852519477675,38.521456741975804,8895800.0
2022-04-08,39.9680061340332,40.12769216098632,38.61538862575426,38.82203986655848,1.05264E7
2022-04-11,38.8220329284668,40.05253779424991,38.76567253198826,40.05253779424991,7999000.0
2022-04-12,39.0098876953125,40.30614794739378,38.79384491716811,39.44197683481622,8112800.0
2022-04-13,39.98678970336914,40.08072012347728,38.991110767430044,39.54530884578605,8596100.0
2022-04-14,40.62553024291992,40.832181485582446,39.582886003255254,39.78953724591777,1.07145E7
2022-04-18,41.02943801879883,41.74331860052682,40.53160029184663,40.90732559367644,1.11279E7
2022-04-19,40.79460144042969,41.809063524799164,40.390694211655884,40.512806616061255,1.00337E7
2022-04-20,40.090110778808594,41.207898417755914,39.24472276063638,40.92610360610365,1.19451E7
2022-04-21,38.18329620361328,40.79460033279021,37.68545499142346,40.71006152945348,1.81815E7
2022-04-22,39.12261962890625,40.85096593021666,37.281552519985894,37.54456415452649,2.0746E7
2022-04-25,36.34223556518555,37.60092264017333,34.70782319784112,37.57274422863102,2.39761E7
2022-04-26,37.140655517578125,38.164512858094184,35.712890922707004,36.44555822911114,1.9941E7
2022-04-27,37.52577209472656,38.00482291868304,36.90582207260999,37.713636497868194,1.06194E7
2022-04-28,37.67607116699219,38.03301325295535,36.20134119106974,37.910900826638645,1.15026E7
